Sampling_Event,Date,Mesocosm,Treatment,Species,Abundance
T4,2016-07-10,9,S,Nitzschia.amphibia,0.000
T4,2016-07-10,13,S,Nitzschia.amphibia,0.000
T4,2016-07-10,21,S,Nitzschia.amphibia,0.010
T4,2016-07-10,11,SP,Nitzschia.amphibia,0.000
T4,2016-07-10,16,SP,Nitzschia.amphibia,0.000
T1,2015-05-22,1,F,Nitzschia.ftsp16,0.000
T1,2015-05-22,17,F,Nitzschia.ftsp16,0.000
T1,2015-05-22,18,F,Nitzschia.ftsp16,0.000
T1,2015-05-22,4,FP,Nitzschia.ftsp16,0.000
T1,2015-05-22,8,FP,Nitzschia.ftsp16,0.000
T1,2015-05-22,19,FP,Nitzschia.ftsp16,0.000
T1,2015-05-22,9,S,Nitzschia.ftsp16,0.000
T1,2015-05-22,14,S,Nitzschia.ftsp16,0.000
T1,2015-05-22,21,S,Nitzschia.ftsp16,0.000
T1,2015-05-22,12,SP,Nitzschia.ftsp16,0.000
T1,2015-05-22,16,SP,Nitzschia.ftsp16,0.000
T1,2015-05-22,24,SP,Nitzschia.ftsp16,0.000
T2,2015-08-18,5,F,Nitzschia.ftsp16,0.000
T2,2015-08-18,6,F,Nitzschia.ftsp16,0.000
T2,2015-08-18,18,F,Nitzschia.ftsp16,0.000
T2,2015-08-18,4,FP,Nitzschia.ftsp16,0.000
T2,2015-08-18,7,FP,Nitzschia.ftsp16,0.000
T2,2015-08-18,19,FP,Nitzschia.ftsp16,0.010
T2,2015-08-18,9,S,Nitzschia.ftsp16,0.000
T2,2015-08-18,10,S,Nitzschia.ftsp16,0.000
T2,2015-08-18,13,S,Nitzschia.ftsp16,0.000
T2,2015-08-18,12,SP,Nitzschia.ftsp16,0.000
T2,2015-08-18,15,SP,Nitzschia.ftsp16,0.000
T2,2015-08-18,24,SP,Nitzschia.ftsp16,0.000
T3,2016-02-19,1,F,Nitzschia.ftsp16,0.000
T3,2016-02-19,6,F,Nitzschia.ftsp16,0.000
T3,2016-02-19,18,F,Nitzschia.ftsp16,0.000
T3,2016-02-19,4,FP,Nitzschia.ftsp16,0.000
T3,2016-02-19,19,FP,Nitzschia.ftsp16,0.210
T3,2016-02-19,9,S,Nitzschia.ftsp16,0.000
T3,2016-02-19,13,S,Nitzschia.ftsp16,0.000
T3,2016-02-19,21,S,Nitzschia.ftsp16,0.000
T3,2016-02-19,12,SP,Nitzschia.ftsp16,0.000
T3,2016-02-19,16,SP,Nitzschia.ftsp16,0.000
T3,2016-02-19,23,SP,Nitzschia.ftsp16,0.000
T4,2016-07-10,1,F,Nitzschia.ftsp16,0.000
T4,2016-07-10,6,F,Nitzschia.ftsp16,0.010
T4,2016-07-10,18,F,Nitzschia.ftsp16,0.000
T4,2016-07-10,8,FP,Nitzschia.ftsp16,0.000
T4,2016-07-10,19,FP,Nitzschia.ftsp16,0.020
T4,2016-07-10,9,S,Nitzschia.ftsp16,0.000
T4,2016-07-10,13,S,Nitzschia.ftsp16,0.000
T4,2016-07-10,21,S,Nitzschia.ftsp16,0.000
T4,2016-07-10,11,SP,Nitzschia.ftsp16,0.000
T4,2016-07-10,16,SP,Nitzschia.ftsp16,0.000
T1,2015-05-22,1,F,Nitzschia.lacunarum,0.000
T1,2015-05-22,17,F,Nitzschia.lacunarum,0.000
T1,2015-05-22,18,F,Nitzschia.lacunarum,0.000
T1,2015-05-22,4,FP,Nitzschia.lacunarum,0.000
T1,2015-05-22,8,FP,Nitzschia.lacunarum,0.000
T1,2015-05-22,19,FP,Nitzschia.lacunarum,0.000
T1,2015-05-22,9,S,Nitzschia.lacunarum,0.000
T1,2015-05-22,14,S,Nitzschia.lacunarum,0.010
T1,2015-05-22,21,S,Nitzschia.lacunarum,0.000
T1,2015-05-22,12,SP,Nitzschia.lacunarum,0.000
T1,2015-05-22,16,SP,Nitzschia.lacunarum,0.000
T1,2015-05-22,24,SP,Nitzschia.lacunarum,0.000
T2,2015-08-18,5,F,Nitzschia.lacunarum,0.030
T2,2015-08-18,6,F,Nitzschia.lacunarum,0.000
T2,2015-08-18,18,F,Nitzschia.lacunarum,0.000
T2,2015-08-18,4,FP,Nitzschia.lacunarum,0.030
T2,2015-08-18,7,FP,Nitzschia.lacunarum,0.000
T2,2015-08-18,19,FP,Nitzschia.lacunarum,0.000
T2,2015-08-18,9,S,Nitzschia.lacunarum,0.000
T2,2015-08-18,10,S,Nitzschia.lacunarum,0.000
T2,2015-08-18,13,S,Nitzschia.lacunarum,0.000
T2,2015-08-18,12,SP,Nitzschia.lacunarum,0.000
T2,2015-08-18,15,SP,Nitzschia.lacunarum,0.000
T2,2015-08-18,24,SP,Nitzschia.lacunarum,0.000
T3,2016-02-19,1,F,Nitzschia.lacunarum,0.000
T3,2016-02-19,6,F,Nitzschia.lacunarum,0.000
T3,2016-02-19,18,F,Nitzschia.lacunarum,0.000
T3,2016-02-19,4,FP,Nitzschia.lacunarum,0.000
T3,2016-02-19,19,FP,Nitzschia.lacunarum,0.000
T3,2016-02-19,9,S,Nitzschia.lacunarum,0.000
T3,2016-02-19,13,S,Nitzschia.lacunarum,0.000
T3,2016-02-19,21,S,Nitzschia.lacunarum,0.000
T3,2016-02-19,12,SP,Nitzschia.lacunarum,0.000
T3,2016-02-19,16,SP,Nitzschia.lacunarum,0.000
T3,2016-02-19,23,SP,Nitzschia.lacunarum,0.000
T4,2016-07-10,1,F,Nitzschia.lacunarum,0.000
T4,2016-07-10,6,F,Nitzschia.lacunarum,0.000
T4,2016-07-10,18,F,Nitzschia.lacunarum,0.000
T4,2016-07-10,8,FP,Nitzschia.lacunarum,0.000
T4,2016-07-10,19,FP,Nitzschia.lacunarum,0.000
T4,2016-07-10,9,S,Nitzschia.lacunarum,0.000
T4,2016-07-10,13,S,Nitzschia.lacunarum,0.000
T4,2016-07-10,21,S,Nitzschia.lacunarum,0.000
T4,2016-07-10,11,SP,Nitzschia.lacunarum,0.000
T4,2016-07-10,16,SP,Nitzschia.lacunarum,0.000
T1,2015-05-22,1,F,Nitzschia.microcephela,0.000
T1,2015-05-22,17,F,Nitzschia.microcephela,0.000
T1,2015-05-22,18,F,Nitzschia.microcephela,0.000
T1,2015-05-22,4,FP,Nitzschia.microcephela,0.000
T1,2015-05-22,8,FP,Nitzschia.microcephela,0.000
T1,2015-05-22,19,FP,Nitzschia.microcephela,0.000
T1,2015-05-22,9,S,Nitzschia.microcephela,0.000
T1,2015-05-22,14,S,Nitzschia.microcephela,0.000
T1,2015-05-22,21,S,Nitzschia.microcephela,0.000
T1,2015-05-22,12,SP,Nitzschia.microcephela,0.000
T1,2015-05-22,16,SP,Nitzschia.microcephela,0.000
T1,2015-05-22,24,SP,Nitzschia.microcephela,0.000
T2,2015-08-18,5,F,Nitzschia.microcephela,0.000
T2,2015-08-18,6,F,Nitzschia.microcephela,0.000
T2,2015-08-18,18,F,Nitzschia.microcephela,0.000
T2,2015-08-18,4,FP,Nitzschia.microcephela,0.000
T2,2015-08-18,7,FP,Nitzschia.microcephela,0.000
T2,2015-08-18,19,FP,Nitzschia.microcephela,0.000
T2,2015-08-18,9,S,Nitzschia.microcephela,0.000
T2,2015-08-18,10,S,Nitzschia.microcephela,0.000
T2,2015-08-18,13,S,Nitzschia.microcephela,0.000
T2,2015-08-18,12,SP,Nitzschia.microcephela,0.000
T2,2015-08-18,15,SP,Nitzschia.microcephela,0.000
T2,2015-08-18,24,SP,Nitzschia.microcephela,0.010
T3,2016-02-19,1,F,Nitzschia.microcephela,0.000
T3,2016-02-19,6,F,Nitzschia.microcephela,0.000
T3,2016-02-19,18,F,Nitzschia.microcephela,0.000
T3,2016-02-19,4,FP,Nitzschia.microcephela,0.000
T3,2016-02-19,19,FP,Nitzschia.microcephela,0.000
T3,2016-02-19,9,S,Nitzschia.microcephela,0.000
T3,2016-02-19,13,S,Nitzschia.microcephela,0.000
T3,2016-02-19,21,S,Nitzschia.microcephela,0.050
T3,2016-02-19,12,SP,Nitzschia.microcephela,0.000
T3,2016-02-19,16,SP,Nitzschia.microcephela,0.020
T3,2016-02-19,23,SP,Nitzschia.microcephela,0.640
T4,2016-07-10,1,F,Nitzschia.microcephela,0.020
T4,2016-07-10,6,F,Nitzschia.microcephela,0.050
T4,2016-07-10,18,F,Nitzschia.microcephela,0.000
T4,2016-07-10,8,FP,Nitzschia.microcephela,0.000
T4,2016-07-10,19,FP,Nitzschia.microcephela,0.270
T4,2016-07-10,9,S,Nitzschia.microcephela,0.000
T4,2016-07-10,13,S,Nitzschia.microcephela,0.000
T4,2016-07-10,21,S,Nitzschia.microcephela,0.000
T4,2016-07-10,11,SP,Nitzschia.microcephela,0.000
T4,2016-07-10,16,SP,Nitzschia.microcephela,0.020
T1,2015-05-22,1,F,Nitzschia.nana,0.000
T1,2015-05-22,17,F,Nitzschia.nana,0.000
T1,2015-05-22,18,F,Nitzschia.nana,0.000
T1,2015-05-22,4,FP,Nitzschia.nana,0.020
T1,2015-05-22,8,FP,Nitzschia.nana,0.000
T1,2015-05-22,19,FP,Nitzschia.nana,0.000
T1,2015-05-22,9,S,Nitzschia.nana,0.020
T1,2015-05-22,14,S,Nitzschia.nana,0.010
T1,2015-05-22,21,S,Nitzschia.nana,0.000
T1,2015-05-22,12,SP,Nitzschia.nana,0.000
T1,2015-05-22,16,SP,Nitzschia.nana,0.000
T1,2015-05-22,24,SP,Nitzschia.nana,0.000
T2,2015-08-18,5,F,Nitzschia.nana,0.010
T2,2015-08-18,6,F,Nitzschia.nana,0.000
T2,2015-08-18,18,F,Nitzschia.nana,0.000
T2,2015-08-18,4,FP,Nitzschia.nana,0.010
T2,2015-08-18,7,FP,Nitzschia.nana,0.020
T2,2015-08-18,19,FP,Nitzschia.nana,0.000
T2,2015-08-18,9,S,Nitzschia.nana,0.000
T2,2015-08-18,10,S,Nitzschia.nana,0.000
T2,2015-08-18,13,S,Nitzschia.nana,0.000
T2,2015-08-18,12,SP,Nitzschia.nana,0.000
T2,2015-08-18,15,SP,Nitzschia.nana,0.000
T2,2015-08-18,24,SP,Nitzschia.nana,0.000
T3,2016-02-19,1,F,Nitzschia.nana,0.000
T3,2016-02-19,6,F,Nitzschia.nana,0.000
T3,2016-02-19,18,F,Nitzschia.nana,0.000
T3,2016-02-19,4,FP,Nitzschia.nana,0.000
T3,2016-02-19,19,FP,Nitzschia.nana,0.000
T3,2016-02-19,9,S,Nitzschia.nana,0.000
T3,2016-02-19,13,S,Nitzschia.nana,0.000
T3,2016-02-19,21,S,Nitzschia.nana,0.000
T3,2016-02-19,12,SP,Nitzschia.nana,0.000
T3,2016-02-19,16,SP,Nitzschia.nana,0.000
T3,2016-02-19,23,SP,Nitzschia.nana,0.000
T4,2016-07-10,1,F,Nitzschia.nana,0.000
T4,2016-07-10,6,F,Nitzschia.nana,0.000
T4,2016-07-10,18,F,Nitzschia.nana,0.000
T4,2016-07-10,8,FP,Nitzschia.nana,0.000
T4,2016-07-10,19,FP,Nitzschia.nana,0.000
T4,2016-07-10,9,S,Nitzschia.nana,0.000
T4,2016-07-10,13,S,Nitzschia.nana,0.000
T4,2016-07-10,21,S,Nitzschia.nana,0.000
T4,2016-07-10,11,SP,Nitzschia.nana,0.000
T4,2016-07-10,16,SP,Nitzschia.nana,0.000
T1,2015-05-22,1,F,Nitzschia.palea.debilis,0.040
T1,2015-05-22,17,F,Nitzschia.palea.debilis,0.270
T1,2015-05-22,18,F,Nitzschia.palea.debilis,0.220
T1,2015-05-22,4,FP,Nitzschia.palea.debilis,0.060
T1,2015-05-22,8,FP,Nitzschia.palea.debilis,0.110
T1,2015-05-22,19,FP,Nitzschia.palea.debilis,0.110
T1,2015-05-22,9,S,Nitzschia.palea.debilis,0.100
T1,2015-05-22,14,S,Nitzschia.palea.debilis,0.160
T1,2015-05-22,21,S,Nitzschia.palea.debilis,0.150
T1,2015-05-22,12,SP,Nitzschia.palea.debilis,0.080
T1,2015-05-22,16,SP,Nitzschia.palea.debilis,0.030
T1,2015-05-22,24,SP,Nitzschia.palea.debilis,0.070
T2,2015-08-18,5,F,Nitzschia.palea.debilis,0.100
T2,2015-08-18,6,F,Nitzschia.palea.debilis,0.010
T2,2015-08-18,18,F,Nitzschia.palea.debilis,0.040
T2,2015-08-18,4,FP,Nitzschia.palea.debilis,0.120
T2,2015-08-18,7,FP,Nitzschia.palea.debilis,0.030
T2,2015-08-18,19,FP,Nitzschia.palea.debilis,0.020
T2,2015-08-18,9,S,Nitzschia.palea.debilis,0.020
T2,2015-08-18,10,S,Nitzschia.palea.debilis,0.020
T2,2015-08-18,13,S,Nitzschia.palea.debilis,0.000
T2,2015-08-18,12,SP,Nitzschia.palea.debilis,0.000
T2,2015-08-18,15,SP,Nitzschia.palea.debilis,0.000
T2,2015-08-18,24,SP,Nitzschia.palea.debilis,0.010
T3,2016-02-19,1,F,Nitzschia.palea.debilis,0.010
T3,2016-02-19,6,F,Nitzschia.palea.debilis,0.000
T3,2016-02-19,18,F,Nitzschia.palea.debilis,0.030
T3,2016-02-19,4,FP,Nitzschia.palea.debilis,0.020
T3,2016-02-19,19,FP,Nitzschia.palea.debilis,0.000
T3,2016-02-19,9,S,Nitzschia.palea.debilis,0.040
T3,2016-02-19,13,S,Nitzschia.palea.debilis,0.090
T3,2016-02-19,21,S,Nitzschia.palea.debilis,0.010
T3,2016-02-19,12,SP,Nitzschia.palea.debilis,0.000
T3,2016-02-19,16,SP,Nitzschia.palea.debilis,0.010
T3,2016-02-19,23,SP,Nitzschia.palea.debilis,0.010
T4,2016-07-10,1,F,Nitzschia.palea.debilis,0.160
T4,2016-07-10,6,F,Nitzschia.palea.debilis,0.010
T4,2016-07-10,18,F,Nitzschia.palea.debilis,0.080
T4,2016-07-10,8,FP,Nitzschia.palea.debilis,0.000
T4,2016-07-10,19,FP,Nitzschia.palea.debilis,0.160
T4,2016-07-10,9,S,Nitzschia.palea.debilis,0.000
T4,2016-07-10,13,S,Nitzschia.palea.debilis,0.020
T4,2016-07-10,21,S,Nitzschia.palea.debilis,0.000
T4,2016-07-10,11,SP,Nitzschia.palea.debilis,0.000
T4,2016-07-10,16,SP,Nitzschia.palea.debilis,0.000
T1,2015-05-22,1,F,Nitzschia.serpentiraphe,0.000
T1,2015-05-22,17,F,Nitzschia.serpentiraphe,0.000
T1,2015-05-22,18,F,Nitzschia.serpentiraphe,0.000
T1,2015-05-22,4,FP,Nitzschia.serpentiraphe,0.000
T1,2015-05-22,8,FP,Nitzschia.serpentiraphe,0.000
T1,2015-05-22,19,FP,Nitzschia.serpentiraphe,0.000
T1,2015-05-22,9,S,Nitzschia.serpentiraphe,0.000
T1,2015-05-22,14,S,Nitzschia.serpentiraphe,0.000
T1,2015-05-22,21,S,Nitzschia.serpentiraphe,0.000
T1,2015-05-22,12,SP,Nitzschia.serpentiraphe,0.000
T1,2015-05-22,16,SP,Nitzschia.serpentiraphe,0.000
T1,2015-05-22,24,SP,Nitzschia.serpentiraphe,0.000
T2,2015-08-18,5,F,Nitzschia.serpentiraphe,0.000
T2,2015-08-18,6,F,Nitzschia.serpentiraphe,0.000
T2,2015-08-18,18,F,Nitzschia.serpentiraphe,0.000
T2,2015-08-18,4,FP,Nitzschia.serpentiraphe,0.000
T2,2015-08-18,7,FP,Nitzschia.serpentiraphe,0.000
T2,2015-08-18,19,FP,Nitzschia.serpentiraphe,0.000
T2,2015-08-18,9,S,Nitzschia.serpentiraphe,0.000
T2,2015-08-18,10,S,Nitzschia.serpentiraphe,0.000
T2,2015-08-18,13,S,Nitzschia.serpentiraphe,0.000
T2,2015-08-18,12,SP,Nitzschia.serpentiraphe,0.000
T2,2015-08-18,15,SP,Nitzschia.serpentiraphe,0.000
T2,2015-08-18,24,SP,Nitzschia.serpentiraphe,0.000
T3,2016-02-19,1,F,Nitzschia.serpentiraphe,0.000
T3,2016-02-19,6,F,Nitzschia.serpentiraphe,0.000
T3,2016-02-19,18,F,Nitzschia.serpentiraphe,0.000
T3,2016-02-19,4,FP,Nitzschia.serpentiraphe,0.000
T3,2016-02-19,19,FP,Nitzschia.serpentiraphe,0.000
T3,2016-02-19,9,S,Nitzschia.serpentiraphe,0.000
T3,2016-02-19,13,S,Nitzschia.serpentiraphe,0.000
T3,2016-02-19,21,S,Nitzschia.serpentiraphe,0.000
T3,2016-02-19,12,SP,Nitzschia.serpentiraphe,0.000
T3,2016-02-19,16,SP,Nitzschia.serpentiraphe,0.000
T3,2016-02-19,23,SP,Nitzschia.serpentiraphe,0.000
T4,2016-07-10,1,F,Nitzschia.serpentiraphe,0.000
T4,2016-07-10,6,F,Nitzschia.serpentiraphe,0.000
T4,2016-07-10,18,F,Nitzschia.serpentiraphe,0.000
T4,2016-07-10,8,FP,Nitzschia.serpentiraphe,0.000
T4,2016-07-10,19,FP,Nitzschia.serpentiraphe,0.000
T4,2016-07-10,9,S,Nitzschia.serpentiraphe,0.000
T4,2016-07-10,13,S,Nitzschia.serpentiraphe,0.000
T4,2016-07-10,21,S,Nitzschia.serpentiraphe,0.000
T4,2016-07-10,11,SP,Nitzschia.serpentiraphe,0.010
T4,2016-07-10,16,SP,Nitzschia.serpentiraphe,0.000
T1,2015-05-22,1,F,Pinnularia.cf..microstaurion,0.000
T1,2015-05-22,17,F,Pinnularia.cf..microstaurion,0.000
T1,2015-05-22,18,F,Pinnularia.cf..microstaurion,0.010
T1,2015-05-22,4,FP,Pinnularia.cf..microstaurion,0.000
T1,2015-05-22,8,FP,Pinnularia.cf..microstaurion,0.000
T1,2015-05-22,19,FP,Pinnularia.cf..microstaurion,0.000
T1,2015-05-22,9,S,Pinnularia.cf..microstaurion,0.000
T1,2015-05-22,14,S,Pinnularia.cf..microstaurion,0.000
T1,2015-05-22,21,S,Pinnularia.cf..microstaurion,0.000
T1,2015-05-22,12,SP,Pinnularia.cf..microstaurion,0.000
T1,2015-05-22,16,SP,Pinnularia.cf..microstaurion,0.000
T1,2015-05-22,24,SP,Pinnularia.cf..microstaurion,0.000
T2,2015-08-18,5,F,Pinnularia.cf..microstaurion,0.000
T2,2015-08-18,6,F,Pinnularia.cf..microstaurion,0.000
T2,2015-08-18,18,F,Pinnularia.cf..microstaurion,0.000
T2,2015-08-18,4,FP,Pinnularia.cf..microstaurion,0.000
T2,2015-08-18,7,FP,Pinnularia.cf..microstaurion,0.000
T2,2015-08-18,19,FP,Pinnularia.cf..microstaurion,0.000
T2,2015-08-18,9,S,Pinnularia.cf..microstaurion,0.000
T2,2015-08-18,10,S,Pinnularia.cf..microstaurion,0.000
T2,2015-08-18,13,S,Pinnularia.cf..microstaurion,0.000
T2,2015-08-18,12,SP,Pinnularia.cf..microstaurion,0.000
T2,2015-08-18,15,SP,Pinnularia.cf..microstaurion,0.000
T2,2015-08-18,24,SP,Pinnularia.cf..microstaurion,0.000
T3,2016-02-19,1,F,Pinnularia.cf..microstaurion,0.000
T3,2016-02-19,6,F,Pinnularia.cf..microstaurion,0.000
T3,2016-02-19,18,F,Pinnularia.cf..microstaurion,0.000
T3,2016-02-19,4,FP,Pinnularia.cf..microstaurion,0.000
T3,2016-02-19,19,FP,Pinnularia.cf..microstaurion,0.000
T3,2016-02-19,9,S,Pinnularia.cf..microstaurion,0.000
T3,2016-02-19,13,S,Pinnularia.cf..microstaurion,0.000
T3,2016-02-19,21,S,Pinnularia.cf..microstaurion,0.000
T3,2016-02-19,12,SP,Pinnularia.cf..microstaurion,0.000
T3,2016-02-19,16,SP,Pinnularia.cf..microstaurion,0.000
T3,2016-02-19,23,SP,Pinnularia.cf..microstaurion,0.000
T4,2016-07-10,1,F,Pinnularia.cf..microstaurion,0.000
T4,2016-07-10,6,F,Pinnularia.cf..microstaurion,0.000
T4,2016-07-10,18,F,Pinnularia.cf..microstaurion,0.000
T4,2016-07-10,8,FP,Pinnularia.cf..microstaurion,0.000
T4,2016-07-10,19,FP,Pinnularia.cf..microstaurion,0.000
T4,2016-07-10,9,S,Pinnularia.cf..microstaurion,0.000
T4,2016-07-10,13,S,Pinnularia.cf..microstaurion,0.000
T4,2016-07-10,21,S,Pinnularia.cf..microstaurion,0.000
T4,2016-07-10,11,SP,Pinnularia.cf..microstaurion,0.000
T4,2016-07-10,16,SP,Pinnularia.cf..microstaurion,0.000
T1,2015-05-22,1,F,Pinnularia.viridiformis,0.000
T1,2015-05-22,17,F,Pinnularia.viridiformis,0.000
T1,2015-05-22,18,F,Pinnularia.viridiformis,0.000
T1,2015-05-22,4,FP,Pinnularia.viridiformis,0.000
T1,2015-05-22,8,FP,Pinnularia.viridiformis,0.000
T1,2015-05-22,19,FP,Pinnularia.viridiformis,0.000
T1,2015-05-22,9,S,Pinnularia.viridiformis,0.000
T1,2015-05-22,14,S,Pinnularia.viridiformis,0.000
T1,2015-05-22,21,S,Pinnularia.viridiformis,0.000
T1,2015-05-22,12,SP,Pinnularia.viridiformis,0.000
T1,2015-05-22,16,SP,Pinnularia.viridiformis,0.000
T1,2015-05-22,24,SP,Pinnularia.viridiformis,0.000
T2,2015-08-18,5,F,Pinnularia.viridiformis,0.000
T2,2015-08-18,6,F,Pinnularia.viridiformis,0.000
T2,2015-08-18,18,F,Pinnularia.viridiformis,0.000
T2,2015-08-18,4,FP,Pinnularia.viridiformis,0.010
T2,2015-08-18,7,FP,Pinnularia.viridiformis,0.000
T2,2015-08-18,19,FP,Pinnularia.viridiformis,0.000
T2,2015-08-18,9,S,Pinnularia.viridiformis,0.000
T2,2015-08-18,10,S,Pinnularia.viridiformis,0.000
T2,2015-08-18,13,S,Pinnularia.viridiformis,0.000
T2,2015-08-18,12,SP,Pinnularia.viridiformis,0.000
T2,2015-08-18,15,SP,Pinnularia.viridiformis,0.000
T2,2015-08-18,24,SP,Pinnularia.viridiformis,0.000
T3,2016-02-19,1,F,Pinnularia.viridiformis,0.000
T3,2016-02-19,6,F,Pinnularia.viridiformis,0.000
T3,2016-02-19,18,F,Pinnularia.viridiformis,0.000
T3,2016-02-19,4,FP,Pinnularia.viridiformis,0.000
T3,2016-02-19,19,FP,Pinnularia.viridiformis,0.000
T3,2016-02-19,9,S,Pinnularia.viridiformis,0.000
T3,2016-02-19,13,S,Pinnularia.viridiformis,0.000
T3,2016-02-19,21,S,Pinnularia.viridiformis,0.000
T3,2016-02-19,12,SP,Pinnularia.viridiformis,0.000
T3,2016-02-19,16,SP,Pinnularia.viridiformis,0.000
T3,2016-02-19,23,SP,Pinnularia.viridiformis,0.000
T4,2016-07-10,1,F,Pinnularia.viridiformis,0.000
T4,2016-07-10,6,F,Pinnularia.viridiformis,0.000
T4,2016-07-10,18,F,Pinnularia.viridiformis,0.000
T4,2016-07-10,8,FP,Pinnularia.viridiformis,0.000
T4,2016-07-10,19,FP,Pinnularia.viridiformis,0.000
T4,2016-07-10,9,S,Pinnularia.viridiformis,0.000
T4,2016-07-10,13,S,Pinnularia.viridiformis,0.000
T4,2016-07-10,21,S,Pinnularia.viridiformis,0.000
T4,2016-07-10,11,SP,Pinnularia.viridiformis,0.000
T4,2016-07-10,16,SP,Pinnularia.viridiformis,0.000
T1,2015-05-22,1,F,Pinnularia.vmsp1,0.000
T1,2015-05-22,17,F,Pinnularia.vmsp1,0.000
T1,2015-05-22,18,F,Pinnularia.vmsp1,0.000
T1,2015-05-22,4,FP,Pinnularia.vmsp1,0.000
T1,2015-05-22,8,FP,Pinnularia.vmsp1,0.000
T1,2015-05-22,19,FP,Pinnularia.vmsp1,0.000
T1,2015-05-22,9,S,Pinnularia.vmsp1,0.000
T1,2015-05-22,14,S,Pinnularia.vmsp1,0.000
T1,2015-05-22,21,S,Pinnularia.vmsp1,0.000
T1,2015-05-22,12,SP,Pinnularia.vmsp1,0.000
T1,2015-05-22,16,SP,Pinnularia.vmsp1,0.000
T1,2015-05-22,24,SP,Pinnularia.vmsp1,0.000
T2,2015-08-18,5,F,Pinnularia.vmsp1,0.000
T2,2015-08-18,6,F,Pinnularia.vmsp1,0.000
T2,2015-08-18,18,F,Pinnularia.vmsp1,0.000
T2,2015-08-18,4,FP,Pinnularia.vmsp1,0.000
T2,2015-08-18,7,FP,Pinnularia.vmsp1,0.010
T2,2015-08-18,19,FP,Pinnularia.vmsp1,0.000
T2,2015-08-18,9,S,Pinnularia.vmsp1,0.000
T2,2015-08-18,10,S,Pinnularia.vmsp1,0.000
T2,2015-08-18,13,S,Pinnularia.vmsp1,0.000
T2,2015-08-18,12,SP,Pinnularia.vmsp1,0.000
T2,2015-08-18,15,SP,Pinnularia.vmsp1,0.000
T2,2015-08-18,24,SP,Pinnularia.vmsp1,0.000
T3,2016-02-19,1,F,Pinnularia.vmsp1,0.000
T3,2016-02-19,6,F,Pinnularia.vmsp1,0.000
T3,2016-02-19,18,F,Pinnularia.vmsp1,0.000
T3,2016-02-19,4,FP,Pinnularia.vmsp1,0.000
T3,2016-02-19,19,FP,Pinnularia.vmsp1,0.000
T3,2016-02-19,9,S,Pinnularia.vmsp1,0.000
T3,2016-02-19,13,S,Pinnularia.vmsp1,0.000
T3,2016-02-19,21,S,Pinnularia.vmsp1,0.000
T3,2016-02-19,12,SP,Pinnularia.vmsp1,0.000
T3,2016-02-19,16,SP,Pinnularia.vmsp1,0.000
T3,2016-02-19,23,SP,Pinnularia.vmsp1,0.000
T4,2016-07-10,1,F,Pinnularia.vmsp1,0.000
T4,2016-07-10,6,F,Pinnularia.vmsp1,0.000
T4,2016-07-10,18,F,Pinnularia.vmsp1,0.000
T4,2016-07-10,8,FP,Pinnularia.vmsp1,0.000
T4,2016-07-10,19,FP,Pinnularia.vmsp1,0.000
T4,2016-07-10,9,S,Pinnularia.vmsp1,0.000
T4,2016-07-10,13,S,Pinnularia.vmsp1,0.000
T4,2016-07-10,21,S,Pinnularia.vmsp1,0.000
T4,2016-07-10,11,SP,Pinnularia.vmsp1,0.000
T4,2016-07-10,16,SP,Pinnularia.vmsp1,0.000
T1,2015-05-22,1,F,Pleurosigma.salinarum,0.000
T1,2015-05-22,17,F,Pleurosigma.salinarum,0.010
T1,2015-05-22,18,F,Pleurosigma.salinarum,0.020
T1,2015-05-22,4,FP,Pleurosigma.salinarum,0.000
T1,2015-05-22,8,FP,Pleurosigma.salinarum,0.020
T1,2015-05-22,19,FP,Pleurosigma.salinarum,0.000
T1,2015-05-22,9,S,Pleurosigma.salinarum,0.000
T1,2015-05-22,14,S,Pleurosigma.salinarum,0.030
T1,2015-05-22,21,S,Pleurosigma.salinarum,0.000
T1,2015-05-22,12,SP,Pleurosigma.salinarum,0.000
T1,2015-05-22,16,SP,Pleurosigma.salinarum,0.000
T1,2015-05-22,24,SP,Pleurosigma.salinarum,0.000
T2,2015-08-18,5,F,Pleurosigma.salinarum,0.000
T2,2015-08-18,6,F,Pleurosigma.salinarum,0.010
T2,2015-08-18,18,F,Pleurosigma.salinarum,0.030
T2,2015-08-18,4,FP,Pleurosigma.salinarum,0.010
T2,2015-08-18,7,FP,Pleurosigma.salinarum,0.000
T2,2015-08-18,19,FP,Pleurosigma.salinarum,0.000
T2,2015-08-18,9,S,Pleurosigma.salinarum,0.000
T2,2015-08-18,10,S,Pleurosigma.salinarum,0.000
T2,2015-08-18,13,S,Pleurosigma.salinarum,0.000
T2,2015-08-18,12,SP,Pleurosigma.salinarum,0.000
T2,2015-08-18,15,SP,Pleurosigma.salinarum,0.000
T2,2015-08-18,24,SP,Pleurosigma.salinarum,0.000
T3,2016-02-19,1,F,Pleurosigma.salinarum,0.000
T3,2016-02-19,6,F,Pleurosigma.salinarum,0.000
T3,2016-02-19,18,F,Pleurosigma.salinarum,0.000
T3,2016-02-19,4,FP,Pleurosigma.salinarum,0.000
T3,2016-02-19,19,FP,Pleurosigma.salinarum,0.000
T3,2016-02-19,9,S,Pleurosigma.salinarum,0.000
T3,2016-02-19,13,S,Pleurosigma.salinarum,0.000
